case_id,case_kind,expected_type,a,b,provenance
random_04857,random,,4999,-1495,random_seed_20260220
random_04858,random,,-4172,3377,random_seed_20260220
random_04859,random,,-7902,-3215,random_seed_20260220
random_04860,random,,3096,-5163,random_seed_20260220
random_04861,random,,4742,-6113,random_seed_20260220
random_04862,random,,-1615,-76,random_seed_20260220
random_04863,random,,-9778,1040,random_seed_20260220
random_04864,random,,7100,-2670,random_seed_20260220
random_04865,random,,1112,8980,random_seed_20260220
random_04866,random,,4158,3177,random_seed_20260220
random_04867,random,,8960,-4571,random_seed_20260220
random_04868,random,,-6594,-100,random_seed_20260220
random_04869,random,,-3175,-4002,random_seed_20260220
random_04870,random,,-9413,-2163,random_seed_20260220
random_04871,random,,4816,-6336,random_seed_20260220
random_04872,random,,-1432,4165,random_seed_20260220
random_04873,random,,-9304,1901,random_seed_20260220
random_04874,random,,-7305,-3747,random_seed_20260220
random_04875,random,,993,-6135,random_seed_20260220
random_04876,random,,5660,-4182,random_seed_20260220
random_04877,random,,9272,-9245,random_seed_20260220
random_04878,random,,328,-8441,random_seed_20260220
random_04879,random,,5789,-2482,random_seed_20260220
random_04880,random,,4864,-8606,random_seed_20260220
random_04881,random,,364,-6745,random_seed_20260220
random_04882,random,,7681,-7909,random_seed_20260220
random_04883,random,,3707,-5434,random_seed_20260220
random_04884,random,,-9295,-9176,random_seed_20260220
random_04885,random,,8926,-2728,random_seed_20260220
random_04886,random,,-1845,5633,random_seed_20260220
random_04887,random,,1834,657,random_seed_20260220
random_04888,random,,-9881,-6653,random_seed_20260220
random_04889,random,,4343,-8403,random_seed_20260220
random_04890,random,,4546,-8537,random_seed_20260220
random_04891,random,,5722,8639,random_seed_20260220
random_04892,random,,-4613,-147,random_seed_20260220
random_04893,random,,6125,4199,random_seed_20260220
random_04894,random,,-1284,-4512,random_seed_20260220
random_04895,random,,4763,-1452,random_seed_20260220
random_04896,random,,8981,8599,random_seed_20260220
random_04897,random,,8438,-1977,random_seed_20260220
random_04898,random,,-998,-2913,random_seed_20260220
random_04899,random,,4391,-7514,random_seed_20260220
random_04900,random,,9556,-8895,random_seed_20260220
random_04901,random,,4922,-4815,random_seed_20260220
random_04902,random,,2020,895,random_seed_20260220
random_04903,random,,-6704,1076,random_seed_20260220
random_04904,random,,6276,1426,random_seed_20260220
random_04905,random,,-2423,-4952,random_seed_20260220
random_04906,random,,-3228,-3506,random_seed_20260220
random_04907,random,,1365,1047,random_seed_20260220
random_04908,random,,-1046,-2911,random_seed_20260220
random_04909,random,,-4809,-6689,random_seed_20260220
random_04910,random,,-1753,-3896,random_seed_20260220
random_04911,random,,-7552,-475,random_seed_20260220
random_04912,random,,2602,7144,random_seed_20260220
random_04913,random,,-888,-9974,random_seed_20260220
random_04914,random,,-3325,-3162,random_seed_20260220
random_04915,random,,-4992,-2477,random_seed_20260220
random_04916,random,,-3822,-6952,random_seed_20260220
random_04917,random,,5885,-2855,random_seed_20260220
random_04918,random,,-7669,9451,random_seed_20260220
random_04919,random,,-6498,816,random_seed_20260220
random_04920,random,,-8207,494,random_seed_20260220
random_04921,random,,3500,7852,random_seed_20260220
random_04922,random,,-8738,3736,random_seed_20260220
random_04923,random,,6137,5930,random_seed_20260220
random_04924,random,,9705,9059,random_seed_20260220
random_04925,random,,-4625,2062,random_seed_20260220
random_04926,random,,-7388,-6436,random_seed_20260220
random_04927,random,,3513,5915,random_seed_20260220
random_04928,random,,-6916,-761,random_seed_20260220
random_04929,random,,-8281,9898,random_seed_20260220
random_04930,random,,-3108,5687,random_seed_20260220
random_04931,random,,4945,7944,random_seed_20260220
random_04932,random,,8787,9912,random_seed_20260220
random_04933,random,,783,-3273,random_seed_20260220
random_04934,random,,1363,2558,random_seed_20260220
random_04935,random,,-7818,-348,random_seed_20260220
random_04936,random,,1302,6430,random_seed_20260220
random_04937,random,,-845,6288,random_seed_20260220
random_04938,random,,-3208,6759,random_seed_20260220
random_04939,random,,6798,-1740,random_seed_20260220
random_04940,random,,-9704,5759,random_seed_20260220
random_04941,random,,8059,-8519,random_seed_20260220
random_04942,random,,9538,-4154,random_seed_20260220
random_04943,random,,6152,6304,random_seed_20260220
random_04944,random,,-5,-8794,random_seed_20260220
random_04945,random,,-7136,6835,random_seed_20260220
random_04946,random,,-4673,-3125,random_seed_20260220
random_04947,random,,-8664,-4609,random_seed_20260220
random_04948,random,,6714,-7268,random_seed_20260220
random_04949,random,,-3519,1259,random_seed_20260220
random_04950,random,,-4303,233,random_seed_20260220
random_04951,random,,-3723,-5044,random_seed_20260220
random_04952,random,,-3133,5607,random_seed_20260220
random_04953,random,,-7156,-7099,random_seed_20260220
random_04954,random,,7344,8520,random_seed_20260220
random_04955,random,,536,6976,random_seed_20260220
random_04956,random,,-392,-8598,random_seed_20260220
random_04957,random,,170,1723,random_seed_20260220
random_04958,random,,5894,4408,random_seed_20260220
random_04959,random,,-2918,2145,random_seed_20260220
random_04960,random,,2592,-7026,random_seed_20260220
random_04961,random,,8158,-562,random_seed_20260220
random_04962,random,,6696,-3035,random_seed_20260220
random_04963,random,,616,1220,random_seed_20260220
random_04964,random,,9281,9777,random_seed_20260220
random_04965,random,,-8280,7702,random_seed_20260220
random_04966,random,,-7344,-235,random_seed_20260220
random_04967,random,,4087,-9584,random_seed_20260220
random_04968,random,,510,9929,random_seed_20260220
random_04969,random,,-3986,-8164,random_seed_20260220
random_04970,random,,-5922,-1717,random_seed_20260220
random_04971,random,,2084,-1054,random_seed_20260220
random_04972,random,,-2470,973,random_seed_20260220
random_04973,random,,6914,-8775,random_seed_20260220
random_04974,random,,-4517,-8655,random_seed_20260220
random_04975,random,,-9559,-4202,random_seed_20260220
random_04976,random,,-5899,6308,random_seed_20260220
random_04977,random,,-8230,4067,random_seed_20260220
random_04978,random,,7130,2693,random_seed_20260220
random_04979,random,,-6804,7825,random_seed_20260220
random_04980,random,,119,-6045,random_seed_20260220
random_04981,random,,607,1297,random_seed_20260220
random_04982,random,,-1892,-3346,random_seed_20260220
random_04983,random,,-4130,-353,random_seed_20260220
random_04984,random,,-9845,-4102,random_seed_20260220
random_04985,random,,-7407,9019,random_seed_20260220
random_04986,random,,5347,-3644,random_seed_20260220
random_04987,random,,-8329,-9509,random_seed_20260220
random_04988,random,,-2475,-2610,random_seed_20260220
random_04989,random,,-8847,7910,random_seed_20260220
random_04990,random,,-4982,9806,random_seed_20260220
random_04991,random,,8961,-9203,random_seed_20260220
random_04992,random,,5498,-11,random_seed_20260220
random_04993,random,,3138,-8967,random_seed_20260220
random_04994,random,,6014,-5768,random_seed_20260220
random_04995,random,,1116,-9868,random_seed_20260220
random_04996,random,,-5216,-5953,random_seed_20260220
random_04997,random,,8760,4485,random_seed_20260220
random_04998,random,,-4880,8617,random_seed_20260220
random_04999,random,,-9142,-3104,random_seed_20260220
random_05000,random,,3225,-9464,random_seed_20260220
random_05001,random,,-8878,-3191,random_seed_20260220
random_05002,random,,-1538,-1506,random_seed_20260220
random_05003,random,,9055,1555,random_seed_20260220
random_05004,random,,-7306,-1073,random_seed_20260220
random_05005,random,,-7852,-9983,random_seed_20260220
random_05006,random,,9638,9467,random_seed_20260220
random_05007,random,,4396,-274,random_seed_20260220
random_05008,random,,8913,684,random_seed_20260220
random_05009,random,,-6568,2228,random_seed_20260220
random_05010,random,,-2193,-1572,random_seed_20260220
random_05011,random,,-5390,-6518,random_seed_20260220
random_05012,random,,-6957,-6744,random_seed_20260220
random_05013,random,,-7717,3538,random_seed_20260220
random_05014,random,,-3643,-3844,random_seed_20260220
random_05015,random,,9655,-8851,random_seed_20260220
random_05016,random,,7636,-8669,random_seed_20260220
random_05017,random,,6256,-7622,random_seed_20260220
random_05018,random,,-2939,9162,random_seed_20260220
random_05019,random,,-5376,7301,random_seed_20260220
random_05020,random,,6738,-791,random_seed_20260220
random_05021,random,,236,5389,random_seed_20260220
random_05022,random,,248,-3725,random_seed_20260220
random_05023,random,,9501,218,random_seed_20260220
random_05024,random,,-8572,-6674,random_seed_20260220
random_05025,random,,-7863,9679,random_seed_20260220
random_05026,random,,-2103,-973,random_seed_20260220
random_05027,random,,-380,385,random_seed_20260220
random_05028,random,,1039,4117,random_seed_20260220
random_05029,random,,1193,4985,random_seed_20260220
random_05030,random,,-7051,9631,random_seed_20260220
random_05031,random,,-9752,-2488,random_seed_20260220
random_05032,random,,-9624,8036,random_seed_20260220
random_05033,random,,-3460,-9926,random_seed_20260220
random_05034,random,,5472,-309,random_seed_20260220
random_05035,random,,5641,3107,random_seed_20260220
random_05036,random,,4098,3047,random_seed_20260220
random_05037,random,,-4128,-5776,random_seed_20260220
random_05038,random,,-7811,416,random_seed_20260220
random_05039,random,,1062,4165,random_seed_20260220
random_05040,random,,-6341,-2554,random_seed_20260220
random_05041,random,,-6752,4331,random_seed_20260220
random_05042,random,,-6532,-1815,random_seed_20260220
random_05043,random,,6645,7729,random_seed_20260220
random_05044,random,,-3496,-2049,random_seed_20260220
random_05045,random,,1419,-4986,random_seed_20260220
random_05046,random,,-6246,3969,random_seed_20260220
random_05047,random,,-8085,-7790,random_seed_20260220
random_05048,random,,581,5307,random_seed_20260220
random_05049,random,,2848,-1495,random_seed_20260220
random_05050,random,,-1156,-5257,random_seed_20260220
random_05051,random,,-8221,-6501,random_seed_20260220
random_05052,random,,-3564,1837,random_seed_20260220
random_05053,random,,-4485,866,random_seed_20260220
random_05054,random,,7668,-961,random_seed_20260220
random_05055,random,,-9126,-4279,random_seed_20260220
random_05056,random,,-3570,-9928,random_seed_20260220
random_05057,random,,-3403,7785,random_seed_20260220
random_05058,random,,8899,-7091,random_seed_20260220
random_05059,random,,-2423,-3026,random_seed_20260220
random_05060,random,,-7999,-1184,random_seed_20260220
random_05061,random,,-5278,-6141,random_seed_20260220
random_05062,random,,2476,-2853,random_seed_20260220
random_05063,random,,-6872,-2739,random_seed_20260220
random_05064,random,,-2223,-9294,random_seed_20260220
random_05065,random,,834,-5753,random_seed_20260220
random_05066,random,,4703,-254,random_seed_20260220
random_05067,random,,9361,-2450,random_seed_20260220
random_05068,random,,9929,9236,random_seed_20260220
random_05069,random,,-9723,-6938,random_seed_20260220
random_05070,random,,-3967,2151,random_seed_20260220
random_05071,random,,4417,-9569,random_seed_20260220
random_05072,random,,-2865,7711,random_seed_20260220
random_05073,random,,-5155,-1887,random_seed_20260220
random_05074,random,,-3041,1615,random_seed_20260220
random_05075,random,,1510,-8826,random_seed_20260220
random_05076,random,,-6085,3949,random_seed_20260220
random_05077,random,,-7896,523,random_seed_20260220
random_05078,random,,6863,-8888,random_seed_20260220
random_05079,random,,1922,-606,random_seed_20260220
random_05080,random,,-7126,3013,random_seed_20260220
random_05081,random,,-45,6011,random_seed_20260220
random_05082,random,,8071,3578,random_seed_20260220
random_05083,random,,-4403,-9560,random_seed_20260220
random_05084,random,,-2743,3878,random_seed_20260220
random_05085,random,,-5412,7773,random_seed_20260220
random_05086,random,,-4146,-6780,random_seed_20260220
random_05087,random,,5122,256,random_seed_20260220
random_05088,random,,2435,-9792,random_seed_20260220
random_05089,random,,-9530,-9166,random_seed_20260220
random_05090,random,,-4970,3799,random_seed_20260220
random_05091,random,,-9790,7445,random_seed_20260220
random_05092,random,,6741,3509,random_seed_20260220
random_05093,random,,1694,-385,random_seed_20260220
random_05094,random,,5149,6641,random_seed_20260220
random_05095,random,,5225,7323,random_seed_20260220
random_05096,random,,5774,-6970,random_seed_20260220
random_05097,random,,-9816,-538,random_seed_20260220
random_05098,random,,-8759,9096,random_seed_20260220
random_05099,random,,5768,-1492,random_seed_20260220
random_05100,random,,6824,5834,random_seed_20260220
random_05101,random,,9858,6833,random_seed_20260220
random_05102,random,,4958,4097,random_seed_20260220
random_05103,random,,3236,7846,random_seed_20260220
random_05104,random,,-8373,7450,random_seed_20260220
random_05105,random,,2361,-8926,random_seed_20260220
random_05106,random,,-5566,5980,random_seed_20260220
random_05107,random,,-370,3079,random_seed_20260220
random_05108,random,,-2489,4344,random_seed_20260220
random_05109,random,,-3713,3802,random_seed_20260220
random_05110,random,,-2818,498,random_seed_20260220
random_05111,random,,840,7002,random_seed_20260220
random_05112,random,,-5288,-2553,random_seed_20260220
random_05113,random,,-1484,-1171,random_seed_20260220
random_05114,random,,-474,9687,random_seed_20260220
random_05115,random,,8982,-7133,random_seed_20260220
random_05116,random,,5683,-3711,random_seed_20260220
random_05117,random,,5318,-8578,random_seed_20260220
random_05118,random,,2644,-2034,random_seed_20260220
random_05119,random,,8097,-7618,random_seed_20260220
random_05120,random,,3191,-3741,random_seed_20260220
random_05121,random,,-6031,2585,random_seed_20260220
random_05122,random,,-7820,3790,random_seed_20260220
random_05123,random,,8038,-3816,random_seed_20260220
random_05124,random,,1735,4992,random_seed_20260220
random_05125,random,,-1435,1925,random_seed_20260220
random_05126,random,,9857,2984,random_seed_20260220
random_05127,random,,979,1638,random_seed_20260220
random_05128,random,,33,5621,random_seed_20260220
random_05129,random,,-384,3296,random_seed_20260220
random_05130,random,,-9933,-4146,random_seed_20260220
random_05131,random,,2951,-7024,random_seed_20260220
random_05132,random,,2861,9364,random_seed_20260220
random_05133,random,,5697,-2128,random_seed_20260220
random_05134,random,,2114,3636,random_seed_20260220
random_05135,random,,7781,4040,random_seed_20260220
random_05136,random,,5656,5771,random_seed_20260220
random_05137,random,,-1507,-8614,random_seed_20260220
random_05138,random,,3507,2986,random_seed_20260220
random_05139,random,,-4911,-4630,random_seed_20260220
random_05140,random,,-3242,394,random_seed_20260220
random_05141,random,,-6454,8844,random_seed_20260220
random_05142,random,,-486,-2905,random_seed_20260220
random_05143,random,,-5353,7107,random_seed_20260220
random_05144,random,,-1343,-4676,random_seed_20260220
random_05145,random,,-7650,8332,random_seed_20260220
random_05146,random,,-5486,-4387,random_seed_20260220
random_05147,random,,-2126,-8321,random_seed_20260220
random_05148,random,,8429,5034,random_seed_20260220
random_05149,random,,5001,-4997,random_seed_20260220
random_05150,random,,2516,2125,random_seed_20260220
random_05151,random,,-4678,-8653,random_seed_20260220
random_05152,random,,2229,-9105,random_seed_20260220
random_05153,random,,27,-8457,random_seed_20260220
random_05154,random,,-1497,5665,random_seed_20260220
random_05155,random,,-9063,4306,random_seed_20260220
random_05156,random,,-5910,2633,random_seed_20260220
random_05157,random,,-8222,-4870,random_seed_20260220
random_05158,random,,5650,8840,random_seed_20260220
random_05159,random,,-9728,2746,random_seed_20260220
random_05160,random,,-4259,607,random_seed_20260220
random_05161,random,,-9126,-4166,random_seed_20260220
random_05162,random,,6780,9748,random_seed_20260220
random_05163,random,,3575,448,random_seed_20260220
random_05164,random,,6321,-261,random_seed_20260220
random_05165,random,,8358,7488,random_seed_20260220
random_05166,random,,1826,3182,random_seed_20260220
random_05167,random,,7106,9018,random_seed_20260220
random_05168,random,,7519,1096,random_seed_20260220
random_05169,random,,4266,5498,random_seed_20260220
random_05170,random,,5252,-9056,random_seed_20260220
random_05171,random,,-9143,-7647,random_seed_20260220
random_05172,random,,6693,8965,random_seed_20260220
random_05173,random,,-5602,6777,random_seed_20260220
random_05174,random,,-9703,1489,random_seed_20260220
random_05175,random,,-2032,-2153,random_seed_20260220
random_05176,random,,-6413,-2818,random_seed_20260220
random_05177,random,,-3391,-2135,random_seed_20260220
random_05178,random,,5183,-1704,random_seed_20260220
random_05179,random,,216,-370,random_seed_20260220
random_05180,random,,7111,5132,random_seed_20260220
random_05181,random,,295,195,random_seed_20260220
random_05182,random,,7404,-2048,random_seed_20260220
random_05183,random,,-8691,-5916,random_seed_20260220
random_05184,random,,7700,9960,random_seed_20260220
random_05185,random,,-5444,553,random_seed_20260220
random_05186,random,,3211,-7172,random_seed_20260220
random_05187,random,,2925,-5025,random_seed_20260220
random_05188,random,,-4769,-781,random_seed_20260220
random_05189,random,,7573,-9935,random_seed_20260220
random_05190,random,,6674,-3599,random_seed_20260220
random_05191,random,,2570,-7613,random_seed_20260220
random_05192,random,,-5383,1001,random_seed_20260220
random_05193,random,,-5371,7813,random_seed_20260220
random_05194,random,,-721,1332,random_seed_20260220
random_05195,random,,-6229,-6670,random_seed_20260220
random_05196,random,,8943,-4717,random_seed_20260220
random_05197,random,,7283,-5415,random_seed_20260220
random_05198,random,,23,1917,random_seed_20260220
random_05199,random,,-6066,-5979,random_seed_20260220
random_05200,random,,5786,-7745,random_seed_20260220
random_05201,random,,-5772,7929,random_seed_20260220
random_05202,random,,2656,-4438,random_seed_20260220
random_05203,random,,-6349,-9627,random_seed_20260220
random_05204,random,,9316,9065,random_seed_20260220
random_05205,random,,8318,7148,random_seed_20260220
random_05206,random,,-7608,-9422,random_seed_20260220
random_05207,random,,304,-2574,random_seed_20260220
random_05208,random,,1095,4572,random_seed_20260220
random_05209,random,,-972,-3300,random_seed_20260220
random_05210,random,,4850,-8609,random_seed_20260220
random_05211,random,,-7694,-7785,random_seed_20260220
random_05212,random,,-4382,-2397,random_seed_20260220
random_05213,random,,2708,-265,random_seed_20260220
random_05214,random,,-9067,8061,random_seed_20260220
random_05215,random,,7054,5284,random_seed_20260220
random_05216,random,,3942,-2206,random_seed_20260220
random_05217,random,,1427,2992,random_seed_20260220
random_05218,random,,-7140,1121,random_seed_20260220
random_05219,random,,605,-1669,random_seed_20260220
random_05220,random,,-1457,-8557,random_seed_20260220
random_05221,random,,2083,6073,random_seed_20260220
random_05222,random,,4275,1660,random_seed_20260220
random_05223,random,,-7693,9521,random_seed_20260220
random_05224,random,,-2266,-9738,random_seed_20260220
random_05225,random,,9152,-2928,random_seed_20260220
random_05226,random,,8049,3659,random_seed_20260220
random_05227,random,,8566,-830,random_seed_20260220
random_05228,random,,4961,-88,random_seed_20260220
random_05229,random,,4241,2026,random_seed_20260220
random_05230,random,,-2388,6621,random_seed_20260220
random_05231,random,,7663,-220,random_seed_20260220
random_05232,random,,-745,9395,random_seed_20260220
random_05233,random,,5187,4285,random_seed_20260220
random_05234,random,,-9033,-9857,random_seed_20260220
random_05235,random,,-5774,133,random_seed_20260220
random_05236,random,,-3684,-482,random_seed_20260220
random_05237,random,,2876,-3833,random_seed_20260220
random_05238,random,,795,-1038,random_seed_20260220
random_05239,random,,8724,-5707,random_seed_20260220
random_05240,random,,8750,-6955,random_seed_20260220
random_05241,random,,2196,2606,random_seed_20260220
random_05242,random,,3767,-5089,random_seed_20260220
random_05243,random,,5268,2778,random_seed_20260220
random_05244,random,,-1173,1639,random_seed_20260220
random_05245,random,,9248,7359,random_seed_20260220
random_05246,random,,9320,-9479,random_seed_20260220
random_05247,random,,-2790,354,random_seed_20260220
random_05248,random,,2376,-68,random_seed_20260220
random_05249,random,,4502,-9128,random_seed_20260220
random_05250,random,,277,-5530,random_seed_20260220
random_05251,random,,-6202,6656,random_seed_20260220
random_05252,random,,2238,-2356,random_seed_20260220
random_05253,random,,-160,3755,random_seed_20260220
random_05254,random,,6995,-2794,random_seed_20260220
random_05255,random,,1782,8471,random_seed_20260220
random_05256,random,,4893,-7663,random_seed_20260220
random_05257,random,,-5563,-4427,random_seed_20260220
random_05258,random,,5513,3011,random_seed_20260220
random_05259,random,,-7852,2337,random_seed_20260220
random_05260,random,,8265,6286,random_seed_20260220
random_05261,random,,7182,-313,random_seed_20260220
random_05262,random,,-7392,-7762,random_seed_20260220
random_05263,random,,-971,6710,random_seed_20260220
random_05264,random,,6446,-7885,random_seed_20260220
random_05265,random,,6253,-669,random_seed_20260220
random_05266,random,,1812,9218,random_seed_20260220
random_05267,random,,5090,1857,random_seed_20260220
random_05268,random,,-4179,-5845,random_seed_20260220
random_05269,random,,-4653,-2128,random_seed_20260220
random_05270,random,,1642,9829,random_seed_20260220
random_05271,random,,-9435,5047,random_seed_20260220
random_05272,random,,-5685,1370,random_seed_20260220
random_05273,random,,346,1854,random_seed_20260220
random_05274,random,,440,-6317,random_seed_20260220
random_05275,random,,-3201,-1095,random_seed_20260220
random_05276,random,,-8600,5633,random_seed_20260220
random_05277,random,,-8992,-1987,random_seed_20260220
random_05278,random,,8029,-1367,random_seed_20260220
random_05279,random,,-7384,-515,random_seed_20260220
random_05280,random,,9547,2460,random_seed_20260220
random_05281,random,,5192,-6850,random_seed_20260220
random_05282,random,,9663,-949,random_seed_20260220
random_05283,random,,8319,-95,random_seed_20260220
random_05284,random,,9771,7950,random_seed_20260220
random_05285,random,,9717,-5768,random_seed_20260220
random_05286,random,,5701,2402,random_seed_20260220
random_05287,random,,-9279,-3107,random_seed_20260220
random_05288,random,,464,-9398,random_seed_20260220
random_05289,random,,-8655,9792,random_seed_20260220
random_05290,random,,-2165,-3112,random_seed_20260220
random_05291,random,,-4371,5128,random_seed_20260220
random_05292,random,,2073,5622,random_seed_20260220
random_05293,random,,-942,-7597,random_seed_20260220
random_05294,random,,-5949,-7577,random_seed_20260220
random_05295,random,,-3162,-8339,random_seed_20260220
random_05296,random,,-3415,1737,random_seed_20260220
random_05297,random,,9534,5883,random_seed_20260220
random_05298,random,,-5415,9354,random_seed_20260220
random_05299,random,,3422,-3,random_seed_20260220
random_05300,random,,-4919,8375,random_seed_20260220
random_05301,random,,2712,6355,random_seed_20260220
random_05302,random,,-903,-4986,random_seed_20260220
random_05303,random,,9994,-2940,random_seed_20260220
random_05304,random,,-7905,-8515,random_seed_20260220
random_05305,random,,-1446,-9427,random_seed_20260220
random_05306,random,,-2514,-7783,random_seed_20260220
random_05307,random,,8820,6957,random_seed_20260220
random_05308,random,,2160,-1469,random_seed_20260220
random_05309,random,,9045,490,random_seed_20260220
random_05310,random,,1444,1836,random_seed_20260220
random_05311,random,,-371,9367,random_seed_20260220
random_05312,random,,-9929,-9394,random_seed_20260220
random_05313,random,,1457,-1500,random_seed_20260220
random_05314,random,,4491,-2688,random_seed_20260220
random_05315,random,,18,-3452,random_seed_20260220
random_05316,random,,1994,-2157,random_seed_20260220
random_05317,random,,5881,-4403,random_seed_20260220
random_05318,random,,-3655,5637,random_seed_20260220
random_05319,random,,5402,-9501,random_seed_20260220
random_05320,random,,6943,-167,random_seed_20260220
random_05321,random,,-3819,-297,random_seed_20260220
random_05322,random,,-6392,9986,random_seed_20260220
random_05323,random,,6377,5428,random_seed_20260220
random_05324,random,,9505,5193,random_seed_20260220
random_05325,random,,-4132,-9724,random_seed_20260220
random_05326,random,,-3940,2850,random_seed_20260220
random_05327,random,,8317,-4001,random_seed_20260220
random_05328,random,,8872,-2858,random_seed_20260220
random_05329,random,,-2023,-4058,random_seed_20260220
random_05330,random,,8992,-5490,random_seed_20260220
random_05331,random,,-3760,5072,random_seed_20260220
random_05332,random,,-5508,-9249,random_seed_20260220
random_05333,random,,-8987,767,random_seed_20260220
random_05334,random,,-3796,-6064,random_seed_20260220
random_05335,random,,-7834,-1605,random_seed_20260220
random_05336,random,,-2760,4683,random_seed_20260220
random_05337,random,,6402,-5552,random_seed_20260220
random_05338,random,,3073,3488,random_seed_20260220
random_05339,random,,4008,902,random_seed_20260220
random_05340,random,,-6628,-7098,random_seed_20260220
random_05341,random,,-3239,9006,random_seed_20260220
random_05342,random,,-7716,9874,random_seed_20260220
random_05343,random,,-2419,-452,random_seed_20260220
random_05344,random,,-6965,-1877,random_seed_20260220
random_05345,random,,-1955,1375,random_seed_20260220
random_05346,random,,4857,-693,random_seed_20260220
random_05347,random,,2192,6514,random_seed_20260220
random_05348,random,,-9669,6667,random_seed_20260220
random_05349,random,,4602,-8298,random_seed_20260220
random_05350,random,,-9067,-8641,random_seed_20260220
random_05351,random,,8595,-6558,random_seed_20260220
random_05352,random,,-1060,126,random_seed_20260220
random_05353,random,,5043,2313,random_seed_20260220
random_05354,random,,-3819,-9822,random_seed_20260220
random_05355,random,,-6881,-1191,random_seed_20260220
random_05356,random,,-7363,-7944,random_seed_20260220
random_05357,random,,6782,-5838,random_seed_20260220
random_05358,random,,-9780,1645,random_seed_20260220
random_05359,random,,419,2776,random_seed_20260220
random_05360,random,,-8265,8147,random_seed_20260220
random_05361,random,,-6086,4011,random_seed_20260220
random_05362,random,,1143,-4735,random_seed_20260220
random_05363,random,,-1799,-4474,random_seed_20260220
random_05364,random,,9039,-950,random_seed_20260220
random_05365,random,,2046,-4423,random_seed_20260220
random_05366,random,,796,6264,random_seed_20260220
random_05367,random,,-9793,7465,random_seed_20260220
random_05368,random,,6344,4295,random_seed_20260220
random_05369,random,,8014,1423,random_seed_20260220
random_05370,random,,3473,-5041,random_seed_20260220
random_05371,random,,-4619,-348,random_seed_20260220
random_05372,random,,-5072,-6149,random_seed_20260220
random_05373,random,,-5299,-4683,random_seed_20260220
random_05374,random,,-5429,-4593,random_seed_20260220
random_05375,random,,-9825,5390,random_seed_20260220
random_05376,random,,602,-1902,random_seed_20260220
random_05377,random,,6914,-4415,random_seed_20260220
random_05378,random,,-91,-7872,random_seed_20260220
random_05379,random,,-4856,9696,random_seed_20260220
random_05380,random,,-3584,-2255,random_seed_20260220
random_05381,random,,-7913,-6294,random_seed_20260220
random_05382,random,,3445,-6093,random_seed_20260220
random_05383,random,,-8114,8127,random_seed_20260220
random_05384,random,,-232,-8863,random_seed_20260220
random_05385,random,,-9407,7342,random_seed_20260220
random_05386,random,,-1424,1423,random_seed_20260220
random_05387,random,,249,9334,random_seed_20260220
random_05388,random,,-9875,-6372,random_seed_20260220
random_05389,random,,5487,-8224,random_seed_20260220
random_05390,random,,-1089,6476,random_seed_20260220
random_05391,random,,5231,-5708,random_seed_20260220
random_05392,random,,22,-1966,random_seed_20260220
random_05393,random,,-2960,4075,random_seed_20260220
random_05394,random,,-6357,8434,random_seed_20260220
random_05395,random,,-8835,8492,random_seed_20260220
random_05396,random,,2833,7455,random_seed_20260220
random_05397,random,,2072,-6686,random_seed_20260220
random_05398,random,,8758,-5466,random_seed_20260220
random_05399,random,,5222,-7154,random_seed_20260220
random_05400,random,,-9482,-2841,random_seed_20260220
random_05401,random,,2886,9770,random_seed_20260220
random_05402,random,,-7552,-461,random_seed_20260220
random_05403,random,,741,775,random_seed_20260220
random_05404,random,,8482,-1533,random_seed_20260220
random_05405,random,,-7228,-6554,random_seed_20260220
random_05406,random,,6819,6608,random_seed_20260220
random_05407,random,,6726,-5959,random_seed_20260220
random_05408,random,,8932,-4179,random_seed_20260220
random_05409,random,,6031,9442,random_seed_20260220
random_05410,random,,-5093,-4629,random_seed_20260220
random_05411,random,,-4092,-7593,random_seed_20260220
random_05412,random,,-2534,8555,random_seed_20260220
random_05413,random,,598,8210,random_seed_20260220
random_05414,random,,9104,-7123,random_seed_20260220
random_05415,random,,-4214,-7104,random_seed_20260220
random_05416,random,,1260,6712,random_seed_20260220
random_05417,random,,874,330,random_seed_20260220
random_05418,random,,3544,-2293,random_seed_20260220
random_05419,random,,-9469,-3802,random_seed_20260220
random_05420,random,,4666,-9371,random_seed_20260220
random_05421,random,,4962,-1162,random_seed_20260220
random_05422,random,,-5914,9770,random_seed_20260220
random_05423,random,,6589,2139,random_seed_20260220
random_05424,random,,8532,1189,random_seed_20260220
random_05425,random,,-8093,26,random_seed_20260220
random_05426,random,,2647,-3778,random_seed_20260220
random_05427,random,,-2131,-9158,random_seed_20260220
random_05428,random,,4925,9306,random_seed_20260220
random_05429,random,,8392,4453,random_seed_20260220
random_05430,random,,-4672,-9632,random_seed_20260220
random_05431,random,,-9686,-5445,random_seed_20260220
random_05432,random,,-7905,3937,random_seed_20260220
random_05433,random,,4840,6816,random_seed_20260220
random_05434,random,,-8199,1451,random_seed_20260220
random_05435,random,,5138,8102,random_seed_20260220
random_05436,random,,-5807,-5889,random_seed_20260220
random_05437,random,,-5927,4358,random_seed_20260220
random_05438,random,,5082,5605,random_seed_20260220
random_05439,random,,-3415,3548,random_seed_20260220
random_05440,random,,9188,-6336,random_seed_20260220
random_05441,random,,1013,-1144,random_seed_20260220
random_05442,random,,5528,2619,random_seed_20260220
